ID,Product_Name,Material,Price,Product_Page,MRP_Rate,Offer,Estimated_Delivery,Category,Rating,Reviews
8049,Deer Repose Showpiece (Green) - Set Of Two,Resin,999,https://vaaree.com/products/deer-repose-showpiece-green-set-of-two,1499,34,2025-03-10,"Showpieces, Vases & Accent Bowls",3,4
1174,Master Of Sea Showpiece,Metal,2399,https://vaaree.com/products/master-of-sea-showpiece,3999,40,2025-03-10,"Showpieces, Vases & Accent Bowls",5,1
3013,Sweethearts Showpiece - Gold,Aluminum,795,https://vaaree.com/products/sweethearts-showpiece-gold,3180,75,2025-03-03,"Showpieces, Vases & Accent Bowls",5,1
1784,Grateful Charm Wall Plate,Iron,808,https://vaaree.com/products/grateful-charm-wall-plate,1999,60,2025-03-10,Wall Decor,4,6
6964,Equine Rustic Wall Art - Set Of Two,Wood,540,https://vaaree.com/products/equine-rustic-wall-art-set-of-two,2000,73,2025-03-10,Wall Decor,0,7
6427,Patra Candle Holder Wall Decor,Metal,987,https://vaaree.com/products/patra-candle-holder-wall-decor,1500,35,2025-03-10,Wall Decor,3,1
8361,Memories To Rejoice Photo Frames (Brown) - Set Of Ten,Acrylic Wood,1798,https://vaaree.com/products/memories-to-rejoice-photo-frames-brown-set-of-ten,5995,70,2025-03-10,Wall Decor,3,1
1958,Positive Vibes Hanging Bells,Metal,375,https://vaaree.com/products/postive-vibes-hanging-bells,615,39,2025-03-10,Wall Decor,5,4
3631,Vivid Indian Heritage Wall Art - Set Of Seven,Wood,1340,https://vaaree.com/products/vivid-indian-heritage-wall-art-set-of-seven,7000,81,2025-03-10,Wall Decor,4,1
2540,Vintage Red Frames Wall Art - Set Of Eight,Mdf,1232,https://vaaree.com/products/vintage-red-frames-wall-art-set-of-eight,2354,48,2025-03-10,Wall Decor,4,1
5050,Nauko Wall Accent - Set Of Two,Iron,775,https://vaaree.com/products/nauko-wall-accent-set-of-two,1080,29,2025-03-10,Wall Decor,5,2
8307,Family Memories (Black) - Set Of Six,Mdf,770,https://vaaree.com/products/family-memories-black-set-of-six,2000,62,2025-03-04,Wall Decor,0,75
9434,Shyam Art Painting - Set Of Two,Wood,540,https://vaaree.com/products/shyam-art-painting-set-of-two,2000,73,2025-03-10,Wall Decor,4,2
5243,This Is Us Photo Frame - Set Of Five,Mdf,718,https://vaaree.com/products/this-is-us-photo-frame-set-of-five,1000,29,2025-03-09,Wall Decor,4,5
7211,Root Riva Wall Accent,Iron,1271,https://vaaree.com/products/root-riva-wall-accent,1770,29,2025-03-10,Wall Decor,0,4
7257,The Explorer Wall Art - Set Of Eight,Wood,1340,https://vaaree.com/products/the-explorer-wall-art-set-of-eight,2000,33,2025-03-10,Wall Decor,0,2
8749,Vintage Artchitecture Wall Art - Set Of Four,Mdf,1002,https://vaaree.com/products/vintage-artchitecture-wall-art-set-of-four,2354,58,2025-03-10,Wall Decor,0,7
9562,Ganesh Surya Wall Accent,Metal,540,https://vaaree.com/products/ganesh-surya-wall-accent,1099,51,2025-03-02,Wall Decor,0,2
3436,Bohemia Hanging Shelf,Cotton,323,https://vaaree.com/products/bohemia-hanging-shelf,1000,68,2025-03-10,Wall Decor,0,17
5685,Vinayaka With Bell Wall Accent,Brass,840,https://vaaree.com/products/vinayaka-with-bell-wall-accent,1099,24,2025-03-03,Wall Decor,2,2
5203,Owl Hoot Windchime,Metal,729,https://vaaree.com/products/owl-hoot-windchime,1019,29,2025-03-10,Wall Decor,5,1
8332,Acra Wall Accent,Mdf,544,https://vaaree.com/products/acra-wall-accent,2000,73,2025-03-10,Wall Decor,3,1
9751,Memories To Rejoice Photo Frames (White) - Set Of Seven,Acrylic Wood,1335,https://vaaree.com/products/memories-to-rejoice-photo-frames-white-set-of-seven,4197,69,2025-03-10,Wall Decor,0,0
6572,Mayoora Regal Wall Art,Wood,899,https://vaaree.com/products/mayoora-regal-wall-art,5000,82,2025-03-10,Wall Decor,1,1
4734,Hibiscus Bloom Wall Painting - Set Of Two,Canvas,1608,https://vaaree.com/products/hibiscus-bloom-wall-painting-set-of-two,5000,68,2025-03-10,Wall Decor,0,6
6408,Calm Buddha Wall Painting,Canvas,902,https://vaaree.com/products/calm-buddha-wall-painting,5000,82,2025-03-10,Wall Decor,0,2
7222,Memories Encased Photo Frame (Black) - Set Of Ten,Mdf,1027,https://vaaree.com/products/memories-encased-photo-frame-black-set-of-ten,2000,49,2025-03-10,Wall Decor,3,2
